# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   68       2.430025457502e-08       4.038766271628e-12      -6.428547503750e-11       0.000000000000e+00       2.827272270302e-09       3.469183443518e-10      -9.132494030446e-13 
   69       2.461425494281e-08       4.208405784189e-12      -6.992571566401e-11       0.000000000000e+00       2.730658847328e-09       3.365042701903e-10      -9.219850872915e-13 
   70       2.493150077974e-08       4.381131134830e-12      -7.573332914119e-11       0.000000000000e+00       2.638269196237e-09       3.264721057492e-10      -9.279942588310e-13 
   71       2.525206282966e-08       4.556874724372e-12      -8.170601138199e-11       0.000000000000e+00       2.550050813260e-09       3.168302551708e-10      -9.322053012795e-13 
   72       2.557595915227e-08       4.735565690303e-12      -8.784123444629e-11       0.000000000000e+00       2.465873088929e-09       3.075806026437e-10      -9.356687001681e-13 
   73       2.590315194263e-08       4.917129926237e-12      -9.413624525637e-11       0.000000000000e+00       2.385523469310e-09       2.987181661928e-10      -9.395614557218e-13 
   74       2.623354435066e-08       5.101490101369e-12      -1.005880643125e-10       0.000000000000e+00       2.308703617246e-09       2.902307514677e-10      -9.451914956396e-13 
   75       2.656697730063e-08       5.288565679937e-12      -1.071934844083e-10       0.000000000000e+00       2.235025573589e-09       2.820986055327e-10      -9.540020878735e-13 
   76       2.690329445516e-08       5.478259325159e-12      -1.139488913491e-10       0.000000000000e+00       2.164108016609e-09       2.742998104639e-10      -9.671600559786e-13 
   77       2.724255781446e-08       5.670413205684e-12      -1.208496912024e-10       0.000000000000e+00       2.095893791025e-09       2.668283649449e-10      -9.842239790916e-13 
   78       2.758486583697e-08       5.864844719750e-12      -1.278907757845e-10       0.000000000000e+00       2.030383576681e-09       2.596787862616e-10      -1.004240020595e-12 
   79       2.793028702843e-08       6.061359148316e-12      -1.350666865382e-10       0.000000000000e+00       1.967539169908e-09       2.528404381928e-10      -1.026132525456e-12 
   80       2.827885815867e-08       6.259749395331e-12      -1.423716095979e-10       0.000000000000e+00       1.907281697356e-09       2.462973024990e-10      -1.048699898543e-12 
   81       2.863058247853e-08       6.459795727988e-12      -1.497993708550e-10       0.000000000000e+00       1.849489829818e-09       2.400277504113e-10      -1.070610482934e-12 
   82       2.898542793666e-08       6.661265516992e-12      -1.573434310241e-10       0.000000000000e+00       1.793997996069e-09       2.340043141196e-10      -1.090398438239e-12 
   83       2.934332539640e-08       6.863912976821e-12      -1.649968807078e-10       0.000000000000e+00       1.740594596692e-09       2.281934582620e-10      -1.106459618905e-12 
   84       2.970420577838e-08       7.067502196286e-12      -1.727531641517e-10       0.000000000000e+00       1.689073398528e-09       2.225635008037e-10      -1.117384677741e-12 
   85       3.006812246889e-08       7.271881185944e-12      -1.806083991752e-10       0.000000000000e+00       1.639401419992e-09       2.171103849634e-10      -1.123030853202e-12 
   86       3.043514602925e-08       7.476919687039e-12      -1.885594345774e-10       0.000000000000e+00       1.591575732138e-09       2.118357806271e-10      -1.123621130948e-12 
   87       3.080532596207e-08       7.682487102383e-12      -1.966031628468e-10       0.000000000000e+00       1.545571873383e-09       2.067392246285e-10      -1.119424339561e-12 
   88       3.117868958227e-08       7.888452628055e-12      -2.047365274746e-10       0.000000000000e+00       1.501342957136e-09       2.018180292028e-10      -1.110756696513e-12 
   89       3.155524088821e-08       8.094685385090e-12      -2.129565302663e-10       0.000000000000e+00       1.458818779415e-09       1.970671904391e-10      -1.097983354128e-12 
   90       3.193495943269e-08       8.301054551185e-12      -2.212602386548e-10       0.000000000000e+00       1.417904926472e-09       1.924792967347e-10      -1.081519945547e-12 
   91       3.231779919408e-08       8.507429492384e-12      -2.296447930123e-10       0.000000000000e+00       1.378481882415e-09       1.880444372476e-10      -1.061834130697e-12 
   92       3.270368744733e-08       8.713679894780e-12      -2.381074139630e-10       0.000000000000e+00       1.340404136835e-09       1.837501103501e-10      -1.039447142249e-12 
   93       3.309255076222e-08       8.919665958579e-12      -2.466446799805e-10       0.000000000000e+00       1.303534686502e-09       1.795843974704e-10      -1.014884481868e-12 
   94       3.348439992286e-08       9.125207007207e-12      -2.552502200140e-10       0.000000000000e+00       1.267856414533e-09       1.755462294987e-10      -9.885161686911e-13 
   95       3.387925575219e-08       9.330108378539e-12      -2.639166857380e-10       0.000000000000e+00       1.233375890693e-09       1.716365023732e-10      -9.606952107449e-13 
   96       3.427712237646e-08       9.534170937200e-12      -2.726364476782e-10       0.000000000000e+00       1.200089068816e-09       1.678549031740e-10      -9.318071504379e-13 
   97       3.467798646867e-08       9.737191069851e-12      -2.814015925074e-10       0.000000000000e+00       1.167980880279e-09       1.641998634001e-10      -9.022709125197e-13 
   98       3.508181649197e-08       9.938960680473e-12      -2.902039203409e-10       0.000000000000e+00       1.137024827475e-09       1.606685122455e-10      -8.725396520395e-13 
   99       3.548856194315e-08       1.013926718565e-11      -2.990349420327e-10       0.000000000000e+00       1.107182577282e-09       1.572566298769e-10      -8.431016023048e-13 
  100       3.589815259602e-08       1.033789350985e-11      -3.078858764706e-10       0.000000000000e+00       1.078403554536e-09       1.539586007093e-10      -8.144809228407e-13 
  101       3.631049774490e-08       1.053461808072e-11      -3.167476478728e-10       0.000000000000e+00       1.050624535500e-09       1.507673666838e-10      -7.872385473484e-13 
  102       3.672548544801e-08       1.072921482434e-11      -3.256108830827e-10       0.000000000000e+00       1.023769241342e-09       1.476743805436e-10      -7.619730316641e-13 
  103       3.714298177097e-08       1.092145316054e-11      -3.344659088651e-10       0.000000000000e+00       9.977479315983e-10       1.446695591109e-10      -7.393214017180e-13 
  104       3.756285947177e-08       1.111110860987e-11      -3.433033727328e-10       0.000000000000e+00       9.724777328148e-10       1.417435898547e-10      -7.198122469967e-13 
  105       3.798509009860e-08       1.129799625656e-11      -3.521162067610e-10       0.000000000000e+00       9.479476275333e-10       1.388953060853e-10      -7.034005735528e-13 
  106       3.840966298060e-08       1.148194181819e-11      -3.608979252489e-10       0.000000000000e+00       9.241615273522e-10       1.361252255735e-10      -6.898714047416e-13 
  107       3.883655646940e-08       1.166277154814e-11      -3.696420289761e-10       0.000000000000e+00       9.011181452069e-10       1.334332656148e-10      -6.789811583186e-13 
  108       3.926573750610e-08       1.184031234755e-11      -3.783420093504e-10       0.000000000000e+00       8.788108166998e-10       1.308187221666e-10      -6.704568707226e-13 
  109       3.969716118825e-08       1.201439187718e-11      -3.869913525552e-10       0.000000000000e+00       8.572273214312e-10       1.282802489851e-10      -6.639954213589e-13 
  110       4.013077033680e-08       1.218483866930e-11      -3.955835436978e-10       0.000000000000e+00       8.363497043298e-10       1.258158367623e-10      -6.592627568822e-13 
  111       4.056649506307e-08       1.235148223961e-11      -4.041120709565e-10       0.000000000000e+00       8.161540969828e-10       1.234227922636e-10      -6.558931154799e-13 
  112       4.100425233578e-08       1.251415319912e-11      -4.125704297290e-10       0.000000000000e+00       7.966105389672e-10       1.210977174641e-10      -6.534882511547e-13 
  113       4.144394554792e-08       1.267268336603e-11      -4.209521267792e-10       0.000000000000e+00       7.776827991795e-10       1.188364886864e-10      -6.516166580081e-13 
  114       4.188546408383e-08       1.282690587765e-11      -4.292506843859e-10       0.000000000000e+00       7.593281971667e-10       1.166342357369e-10      -6.498127945235e-13 
  115       4.232868288609e-08       1.297665530232e-11      -4.374596444898e-10       0.000000000000e+00       7.414974244567e-10       1.144853210438e-10      -6.475763078487e-13 
  116       4.277347961863e-08       1.312177070209e-11      -4.455724260848e-10       0.000000000000e+00       7.241453455647e-10       1.123846265556e-10      -6.444742522297e-13 
  117       4.321978944907e-08       1.326210500430e-11      -4.535818688526e-10       0.000000000000e+00       7.072652727895e-10       1.103316365465e-10      -6.404635018335e-13 
  118       4.366755614470e-08       1.339751698488e-11      -4.614806415731e-10       0.000000000000e+00       6.908585424689e-10       1.083268143367e-10      -6.356062630287e-13 
  119       4.411671479793e-08       1.352786855589e-11      -4.692613867358e-10       0.000000000000e+00       6.749238274689e-10       1.063703297469e-10      -6.299707211555e-13 
  120       4.456719154883e-08       1.365302490356e-11      -4.769167233897e-10       0.000000000000e+00       6.594570555933e-10       1.044620497986e-10      -6.236311754555e-13 
  121       4.501890330772e-08       1.377285462623e-11      -4.844392499934e-10       0.000000000000e+00       6.444513279944e-10       1.026015294136e-10      -6.166681740012e-13 
  122       4.547175747765e-08       1.388722987236e-11      -4.918215472656e-10       0.000000000000e+00       6.298968375821e-10       1.007880021141e-10      -6.091686486264e-13 
  123       4.592565167701e-08       1.399602647849e-11      -4.990561810347e-10       0.000000000000e+00       6.157807874339e-10       9.902037072315e-11      -6.012260498555e-13 
  124       4.638047346207e-08       1.409912410726e-11      -5.061357050895e-10       0.000000000000e+00       6.020873092054e-10       9.729719806381e-11      -5.929404818337e-13 
  125       4.683610004951e-08       1.419640638540e-11      -5.130526640290e-10       0.000000000000e+00       5.887973815393e-10       9.561669765965e-11      -5.844188372567e-13 
  126       4.729239803901e-08       1.428776104165e-11      -5.197995961124e-10       0.000000000000e+00       5.758887484761e-10       9.397672443451e-11      -5.757749323003e-13 
  127       4.774922313576e-08       1.437308004484e-11      -5.263690361096e-10       0.000000000000e+00       5.633358378631e-10       9.237476541249e-11      -5.671296415507e-13 
  128       4.820641987304e-08       1.445225974180e-11      -5.327535181513e-10       0.000000000000e+00       5.511096797652e-10       9.080793041789e-11      -5.586110329340e-13 
  129       4.866383811182e-08       1.452520549042e-11      -5.389457124913e-10       0.000000000000e+00       5.391841264059e-10       8.927361515808e-11      -5.503296799158e-13 
  130       4.912138517546e-08       1.459184584021e-11      -5.449388467049e-10       0.000000000000e+00       5.275554567582e-10       8.777159246851e-11      -5.423012494519e-13 
  131       4.957897893652e-08       1.465212017535e-11      -5.507263362977e-10       0.000000000000e+00       5.162247784242e-10       8.630213397264e-11      -5.345156372995e-13 
  132       5.003653139659e-08       1.470597452761e-11      -5.563016587063e-10       0.000000000000e+00       5.051918827470e-10       8.486535381876e-11      -5.269609872391e-13 
  133       5.049394852883e-08       1.475336174646e-11      -5.616583571061e-10       0.000000000000e+00       4.944552083118e-10       8.346120419133e-11      -5.196236483816e-13 
  134       5.095113012061e-08       1.479424166927e-11      -5.667900442201e-10       0.000000000000e+00       4.840118044471e-10       8.208947082222e-11      -5.124881324761e-13 
  135       5.140796961608e-08       1.482858129142e-11      -5.716904061271e-10       0.000000000000e+00       4.738572947261e-10       8.074976850204e-11      -5.055370712172e-13 
  136       5.186435395881e-08       1.485635493646e-11      -5.763532060699e-10       0.000000000000e+00       4.639858404684e-10       7.944153659134e-11      -4.987511735524e-13 
  137       5.232016343435e-08       1.487754442629e-11      -5.807722882641e-10       0.000000000000e+00       4.543901042407e-10       7.816403453197e-11      -4.921091829896e-13 
  138       5.277527151287e-08       1.489213925127e-11      -5.849415817060e-10       0.000000000000e+00       4.450612133586e-10       7.691633735833e-11      -4.855878349044e-13 
  139       5.322954469175e-08       1.490013674040e-11      -5.888551039811e-10       0.000000000000e+00       4.359887233881e-10       7.569733120862e-11      -4.791618138477e-13 
  140       5.368284233816e-08       1.490154223144e-11      -5.925069650728e-10       0.000000000000e+00       4.271605816463e-10       7.450570883617e-11      -4.728037108529e-13 
  141       5.413501653171e-08       1.489636924111e-11      -5.958913711702e-10       0.000000000000e+00       4.185630907032e-10       7.333996512070e-11      -4.664839807438e-13 
  142       5.458591190700e-08       1.488463963518e-11      -5.990026284769e-10       0.000000000000e+00       4.101808718833e-10       7.219839257957e-11      -4.601708994414e-13 
  143       5.503536549625e-08       1.486638379869e-11      -6.018351470191e-10       0.000000000000e+00       4.019968287661e-10       7.107907687913e-11      -4.538305212718e-13 
  144       5.548321981613e-08       1.484164185545e-11      -6.043834797854e-10       0.000000000000e+00       3.939957274263e-10       6.998031145535e-11      -4.474337223397e-13 
  145       5.592936391459e-08       1.481046710316e-11      -6.066424364534e-10       0.000000000000e+00       3.861754120093e-10       6.890189692123e-11      -4.409782033742e-13 
  146       5.637369609032e-08       1.477292324197e-11      -6.086069881665e-10       0.000000000000e+00       3.785366306257e-10       6.784396182711e-11      -4.344685850108e-13 
  147       5.681611093135e-08       1.472908353014e-11      -6.102722371856e-10       0.000000000000e+00       3.710795023270e-10       6.680655299268e-11      -4.279095145561e-13 
  148       5.725649923376e-08       1.467903096019e-11      -6.116334209006e-10       0.000000000000e+00       3.638035013921e-10       6.578963342696e-11      -4.213056640197e-13 
  149       5.769474792037e-08       1.462285843510e-11      -6.126859158415e-10       0.000000000000e+00       3.567074416148e-10       6.479308024823e-11      -4.146617281458e-13 
  150       5.813073995952e-08       1.456066894448e-11      -6.134252416902e-10       0.000000000000e+00       3.497894605908e-10       6.381668260400e-11      -4.079824224459e-13 
  151       5.856435428372e-08       1.449257574078e-11      -6.138470652915e-10       0.000000000000e+00       3.430470040052e-10       6.286013959094e-11      -4.012724812300e-13 
  152       5.899546570842e-08       1.441870251540e-11      -6.139472046651e-10       0.000000000000e+00       3.364768099193e-10       6.192305817490e-11      -3.945366556393e-13 
  153       5.942394485071e-08       1.433918357498e-11      -6.137216330162e-10       0.000000000000e+00       3.300748930581e-10       6.100495111077e-11      -3.877797116772e-13 
  154       5.984965804803e-08       1.425416401749e-11      -6.131664827477e-10       0.000000000000e+00       3.238365290974e-10       6.010523486251e-11      -3.810064282421e-13 
  155       6.027246727691e-08       1.416379990845e-11      -6.122780494713e-10       0.000000000000e+00       3.177562389509e-10       5.922322752307e-11      -3.742215951592e-13 
  156       6.069223007166e-08       1.406825845711e-11      -6.110527960187e-10       0.000000000000e+00       3.118277730576e-10       5.835814673438e-11      -3.674300112119e-13 
  157       6.110879944311e-08       1.396771819263e-11      -6.094873564534e-10       0.000000000000e+00       3.060440956687e-10       5.750910760725e-11      -3.606364821743e-13 
  158       6.152202379734e-08       1.386236914028e-11      -6.075785400818e-10       0.000000000000e+00       3.003973691350e-10       5.667512064136e-11      -3.538458188430e-13 
  159       6.193174685435e-08       1.375241299757e-11      -6.053233354650e-10       0.000000000000e+00       2.948789381943e-10       5.585508964522e-11      -3.470628350692e-13 
  160       6.233780756684e-08       1.363806331049e-11      -6.027189144298e-10       0.000000000000e+00       2.894793142579e-10       5.504780965610e-11      -3.402923457902e-13 
